7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
8,2,0,0,0,0,0,0,0,0
7,11,5,0,0,0,0,0,0,0
7,1,7,1,0,0,0,0,0,0
7,1,7,1,0,0,0,0,0,0
7,12,6,0,0,0,0,0,0,0
10,4,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0
